TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB,Y
43.48,43.6,39.95,39.9,64.86,64.7,68.5,68.1,67.37,52.59,43.46,43.74,40.83,12.7,165.7,-137.5,31.65,31.44,2.476,2.258,35.38,3.146,1.118,269.1,214.8,3.6,2.2,36.3,31.7,70.3,71.5,3.6,39.4,2.9,116.4,46.1,40.3,42,40,3.108,2.165,10.89,20,0,110.9,107.5,124.6,91.7,3.4,3.7,25,0,100,22,47,56,50,56.59,61.15,44,43.98,66.89,59.42,218,eo1
43.57,43.6,40.03,39.9,64.69,64.7,68.29,67.9,67.24,52.59,43.58,43.86,40.25,11.75,163.8,-135.3,31.4,31.55,2.457,2.604,35.25,3.132,1.122,268.2,213.1,3.9,2.7,36,31.4,70.6,72,4.2,39.6,3.4,117.1,46.5,40.1,42,40,4.138,2.924,10.89,20,0,111.3,107.7,124.1,92.4,3.2,3.7,25,0,100,22,47,56,50,56.55,61.15,44.16,44.1,61.31,58.97,216.6,eo1
43.65,43.8,40.15,40.2,64.69,64.7,68.25,68.1,67.2,52.67,43.66,43.94,40.22,11.87,164.2,-135.8,31.26,31.41,2.473,2.623,35.3,3.113,1.129,271.1,214.6,3.9,1.8,36.3,31.7,69.9,71,3.8,39.6,3.3,117.6,47.5,39.9,42,40,3.784,2.676,10.89,20,0,111.3,107.7,125.1,92.4,3.4,3.7,25,0,100,22,47,56,50,56.55,61.35,44.24,44.23,59.34,59.36,219.3,eo1
43.69,43.8,40.23,40.2,64.77,64.7,68.33,68.3,67.32,52.75,43.75,43.98,40.08,11.37,164,-135.3,31.01,31.52,2.116,2.633,35.37,3.082,1.141,270.2,215.4,3.7,2.5,36.7,31.9,70.3,71.5,3.8,39.8,3.3,117.6,47.3,40.1,42,40,3.47,2.463,10.89,20,0,111.8,108.2,125.6,92.7,3.6,3.6,25,0,100,22,47,56,50,56.55,61.27,44.32,44.31,57.81,50.79,218.3,eo1
43.73,43.8,40.23,40.2,64.81,64.7,68.42,68.1,67.37,52.71,43.75,43.98,40.59,11.85,165.2,-136.4,31.33,31.48,2.113,2.262,35.44,3.108,1.131,270.5,215.2,3.6,2,36.5,31.9,70.6,71.5,3.9,39.8,3.3,117.6,46.8,39.6,42,40,2.88,2.018,10.89,20,0,112.2,108.2,125.1,92.2,3.4,3.7,25,0,100,22,47,56,50,56.59,61.27,44.32,44.27,60.76,50.72,219,eo1
43.73,43.9,40.23,40.2,64.86,64.8,68.46,68.3,67.37,52.75,43.7,43.98,40.53,12.29,164.5,-136.2,31.4,31.18,2.485,2.267,35.47,3.113,1.129,270.1,215.6,3.4,2.3,36.7,32.1,70.6,72,3.6,39.6,2.9,117.1,47.1,39.9,42,40,3.372,2.366,10.89,20,0,112.2,108.6,123.6,90.7,3.6,3.8,25,0,100,22,47,56,50,56.55,61.27,44.32,44.27,62.48,59.65,218.9,eo1
43.69,43.9,40.23,40.2,64.86,64.7,68.46,68.1,67.41,52.71,43.7,43.98,40.37,11.78,164.7,-136.2,30.86,31.01,2.472,2.621,35.36,3.069,1.146,269.1,214.4,3.7,2.2,36.5,31.9,70.3,71.5,3.9,39.8,3.1,117.4,46.5,39.9,42,40,1.923,1.355,10.89,20,0,112.4,108.6,125.1,91.9,3.4,3.7,25,0,100,22,47,56,50,56.55,61.23,44.28,44.27,60.42,59.32,218.4,eo1
43.73,43.8,40.23,40.2,64.86,64.5,68.38,68.3,67.37,52.71,43.7,43.94,39.67,11.39,165.2,-136.9,31.33,31.11,2.112,1.894,35.39,3.113,1.13,270.6,215.1,3.7,2,36.5,31.9,70.3,71.5,4.1,39.8,3.3,117.4,47.3,39.6,42,40,6.053,4.34,10.89,20,0,112.7,108.8,125.1,92.2,3.8,3.6,25,0,100,22,47,56,50,56.51,61.23,44.28,44.31,57.89,50.69,219.6,eo1
43.73,43.8,40.23,40.1,64.81,64.7,68.33,68.1,67.37,52.75,43.75,43.98,39.57,10.89,164.3,-135.6,31.26,31.41,2.109,2.257,35.37,3.108,1.131,269.8,214.7,3.7,2.2,36.5,31.9,70.3,71.5,3.6,39.8,3.3,117.4,47.3,40.1,42,40,6.177,4.44,10.89,20,0,112.9,109,123.6,90.7,3.6,3.6,25,0,100,22,47,56,50,56.51,61.27,44.32,44.31,54.91,50.61,218.2,eo1
43.77,43.9,40.28,40.2,64.9,64.7,68.42,68.3,67.45,52.79,43.79,43.98,39.68,10.93,165.2,-136.5,31.18,31.32,1.737,1.886,35.36,3.1,1.134,270.6,214.1,3.6,2.2,36.3,31.9,70.6,72,4.1,39.9,3.4,117.6,47,39.8,42,40,5.462,3.915,10.89,20,0,113.1,109.2,125.1,91.9,3.5,3.8,25,0,100,22,47,56,50,56.43,61.39,44.37,44.35,52.8,41.7,219.3,eo1
43.81,43.9,40.32,40.1,64.9,64.8,68.46,68.4,67.45,52.83,43.83,44.02,40.01,11.35,164.2,-135.6,31.28,31.43,1.743,1.891,35.8,3.072,1.145,269.7,214.8,3.8,2.5,36.3,31.7,70.6,72.5,3.9,39.8,3.5,117.6,47,40.9,42,40,5.106,3.63,10.89,20,0,113.1,109,124.1,91.4,3.7,3.8,25,0,100,22,47,56,50,56.38,61.31,44.41,44.39,55.3,41.83,218.1,eo1
43.65,43.6,40.11,39.9,64.94,63.6,68.62,68.1,67.57,52.79,43.66,43.9,41.57,11.86,166.8,-137.1,31.7,31.85,2.113,2.262,35.55,3.135,1.121,270.9,215.1,3.8,1.1,36.3,31.7,69.2,70,2.7,39.6,3.1,117.1,47.6,37.8,42,40,0.8263,0.5653,10.89,20,0,113.3,109.2,124.6,91.7,4.7,3.5,0,0,100,53.45,48.55,56,30,56.38,61.15,44.24,44.27,59.79,50.7,219.2,eo1
47.29,48.5,42.2,42.4,61.13,60.8,66.12,66.1,65.36,59.06,47.55,47.83,55.84,8.547,70.47,-23.18,45.85,48.21,2.49,4.852,41.98,3.84,0.9156,268.4,216.1,6.8,3.8,35.6,31.1,69.9,71,6.1,40.7,5.1,112,41.5,40.6,50,48,6.854,3.491,9.8,20,0,113.1,109.4,125.1,93.2,5.5,6.1,0,0,100,74.14,51.86,56,30,56.38,61.51,47.81,47.71,39.98,59.77,84.77,eo1
48.6,48.8,41.63,41.4,61.83,62.3,68.29,68.7,67.45,61.72,48.62,48.77,72.16,9.442,63.91,-1.198,62.26,62.41,1.372,1.521,47.84,4.575,0.7684,267.8,214.2,5.4,4.1,36,31.4,72.8,75.5,6.9,39.8,3.8,103.7,30.9,44.1,54,52,13.06,5.146,9.315,20,0,113.1,109.4,126.6,94.7,6.5,7.4,0,0,100,94.83,55.17,56,30,56.38,62.74,48.99,48.93,35.64,32.94,6.292,eo1
49.17,49.6,41.87,41.7,63.1,63.4,69.81,70.3,68.92,63.03,49.27,49.47,75.15,9.931,65.96,-0.7432,65.23,66.11,1.74,2.62,50.65,4.528,0.7765,268.7,214.4,6.3,4.4,35.4,30.9,74.7,78.4,7.5,39.6,4,102.1,27.2,47.3,58,56,15.78,5.973,8.86,20,0,112.7,109.4,128,95.9,7,7.9,0,0,100,100,56,56,30,56.38,63.64,49.69,49.63,32.83,41.76,-0.6113,eo1
49.67,50,41.87,41.9,64.28,64.5,71.36,71.5,70.44,64.26,49.68,49.88,79.22,10.38,69.12,-0.2837,69.62,69.77,1.739,1.888,52.27,4.683,0.7508,268.5,214.4,6.3,4.5,35.6,31.1,76,80.4,7.6,39.8,4.2,102.1,25.8,48.5,59,57,18.52,6.65,8.75,20,0,112.7,109.2,129,97.1,7.1,8.1,0,0,100,100,56,56,30,56.38,64.59,50.1,50.08,30.38,41.73,-2.521,eo1
50.16,50.4,42.12,43.4,65.27,65.4,72.35,67.9,71.66,65.2,50.26,50.41,78.94,7.608,72.08,-0.7393,72.11,72.99,1.379,2.263,1.68E-45,253.5,2.33E-47,267.5,215.3,0,0,46.4,41.7,66,65.6,0,43,0,102.7,36.8,23.9,0,0,-24.03,-8.657,23.27,25,0,112,109,107.2,64.7,2.5,6.6,0,0,100,100,56,56,30,56.43,65.32,50.63,50.53,20.52,33.1,-3.407,eo1
54.74,56.5,54.03,55.6,59.94,58.3,61.09,58.5,61.26,59.38,54.96,55.28,12.9,2,21.18,-6.285,6.365,8.346,2.844,4.825,1.68E-45,22.38,2.64E-46,270.5,214.9,0.6,0,55.2,51.6,58.5,55.6,0,61.7,6.5,104.1,45.6,3.9,0,0,-22.97,-50.65,23.27,6,0,111.6,108.8,47.2,0,0,0.7,0,0,100,100,56,56,30,56.43,59.43,55.13,54.95,15.99,68.25,163.9,eo1
56.95,57.5,56.98,57.2,58.02,57.7,58.59,57.7,58.28,57.79,57.05,57.21,6.453,3.547,5.506,-2.599,0.2349,0.6468,1.376,2.258,1.68E-45,0.8257,1.68E-45,271.1,214.8,0.8,0.4,56.6,53.3,58.1,55.1,0,73.9,17.3,102.3,44.4,1.1,0,0,-19.17,-84.5,23.27,6,0,110.3,108.8,49.2,0,0.2,0.1,0,0,100,100,56,56,30,56.43,57.5,57.39,57.2,79.07,33.04,255.5,eo1
57.61,57.9,57.59,57.7,57.9,57.7,58.22,57.9,58.03,57.79,57.63,57.74,5.25E-47,3.08E-47,3.90E-47,-1.73E-47,1.91E-48,4.04E-48,1.46E-47,1.67E-47,1.68E-45,6.70E-48,1.68E-45,3.87E-45,3.10E-45,0.3,0,57.2,54,57.3,54.1,0,77.6,20.3,100.1,42.6,0.5,0,0,0,0,23.27,6,0,109.2,108.2,49.7,0,0,0.4,0,0,100,100,56,56,0,56.43,57.3,57.8,57.78,7.39E-46,3.50E-46,3.77E-45,eo1
68.05,68.1,68.61,68.4,68.7,68.4,69.19,69.2,71.21,72.57,70.4,70.8,7.89E-47,3.26E-46,2.18E-46,6.23E-46,7.21E-47,2.31E-46,5.15E-47,3.55E-46,1.68E-45,2.53E-46,1.68E-45,3.87E-45,3.10E-45,0.4,0,68.2,68.6,67.7,68,0,83.8,15.6,73.6,5.4,0,0,0,0,0,23.27,1,29,111.6,90.1,64.1,0,0.6,0,0,0,100,100,46,56,0,70.22,72.08,71.14,72.31,4.21E-45,1.06E-45,-2.28E-46,fwc1
69.85,70.3,69.88,70,69.93,69.8,69.93,70,70.15,70.11,69.99,70.19,-0.01901,2.194,0.3732,1.802,0.235,1.017,1.748,3,1.68E-45,0.8263,1.68E-45,241.2,215.4,0,0,70.2,71.4,69.9,71,0,85.3,15.2,73.6,4.1,0,0,0,0,0,23.27,6,0,109.4,90.3,66.5,0,0.2,0.5,0,0,100,100,46,56,30,70.14,70.07,70.37,70.35,52.65,41.96,216.8,fwc1
70.34,70.4,70.37,70.3,70.14,69.7,70.18,70,70.03,70.07,70.36,70.51,0.3932,1.511,0.4506,-0.6675,0.2348,-0.08584,1.382,1.531,1.68E-45,0.8254,1.68E-45,241.6,215.7,0.2,0,70.1,71.2,69.5,70.5,0,85.3,15.2,73.8,4.1,0,0,0,0,0,23.27,6,0,109.8,90.3,66.5,0,0.2,0.1,0,0,100,100,46,56,30,65.15,68.72,70.65,70.55,10.15,33.17,239.5,fwc1
70.18,70.1,70.17,69.8,69.52,69.2,69.64,69.4,69.29,69.46,70.11,70.23,1.227,3.602,1.701,-0.6736,0.133,-0.459,1.024,0.4324,1.68E-45,0.4675,1.68E-45,243.6,217.9,0.7,0.1,69.3,70.2,69.5,70.5,0,82.2,12.9,74.3,4.8,0.3,0,0,-0.7981,-18.5,23.27,15,0,112.2,90.3,130.5,59.1,0.2,0.3,0,0,100,100,46,56,30,61.46,66.35,70.41,70.35,17.7,24.59,232.5,fwc1
69.03,68.7,66.6,64.7,70.51,71.4,73.58,75.4,71.95,70.6,68.93,69,30.57,16.18,13.42,0.9707,21.93,20.97,0.6487,-0.3097,36.99,2.084,1.687,239.1,216.5,5,0,59.7,57,74.1,77.5,1.3,66.4,6.8,108,34.1,21.1,42,40,6.592,6.132,10.89,20,0,111.1,91,140.9,83,3.9,3.9,60,90,100,59.49,42.97,56,20,60.64,67.41,69.26,69.2,57.38,15.57,-134.4,fwc1
67.97,67.5,61.73,60.9,74.89,76.8,80.54,83.2,78.79,73.39,66.88,67.93,56.24,17.4,53.78,-14.93,55.83,46.09,9.438,-0.3073,49.11,3.998,0.8795,239,214.8,9.9,1.1,51,46.6,84.3,94.3,7.6,60.3,9.3,122.5,38.2,47.6,55,53,47.67,24.11,9.199,20,0,110.3,93.4,141.9,94,6.4,6.6,60,90,100,56.44,42.76,56,20,60.44,73.06,77.29,71.95,33.07,42.41,34.17,fwc1
67.23,67,58.66,57.5,80.29,82.2,88.27,91.7,86.32,77.07,65.9,67.24,79.04,19.33,91.59,-31.88,76.78,64.82,12.01,0.05877,68.93,3.916,0.8979,237.7,215,7.9,3.6,49.6,45,95.3,114.7,10.4,56.1,6.5,121.7,26.2,69.9,81,78,60.97,21.94,6.677,20,0,110.5,95.9,143.9,98,9.2,9.5,60,90,100,53.39,42.56,56,20,60.4,79.04,76.96,71.86,24.88,56.59,69.46,fwc1
66.62,66.7,56.86,56.6,85.37,86,94.74,96.6,92.59,80.06,65.28,66.75,92.53,21.29,123.6,-52.39,88.07,76.03,13.21,1.168,76.93,4.025,0.8735,236.9,216.6,8.9,3.8,47.7,43,100.4,125.1,9.5,53.9,6.3,124,24,82.2,91,87,61.24,18.83,5.877,20,0,111.1,98.4,145.4,101.6,10.5,10.1,60,90,100,50.34,42.36,56,38,60.4,83.01,76.26,71.25,22.59,63.25,91.21,fwc1
66.21,66.2,56.2,56,86.72,87,96.79,97.7,93.77,80.1,64.87,66.21,98.26,29.43,133.4,-64.57,90.04,78.03,12.07,0.0596,80.41,3.937,0.893,234.2,216,9.4,3.9,46.6,41.9,101.6,127.6,9.9,52.7,6.3,126.3,24.5,86,95,91,51.49,14.9,5.533,20,0,111.8,101.1,146.9,104.7,10.9,10.2,60,90,100,47.29,42.15,56,38,60.11,80.35,75.73,70.76,34.9,58.26,97.2,fwc1
65.47,65.6,55.38,55.2,87.58,87.5,98.06,98.4,94.8,79.86,64.18,65.64,102.3,31.85,145.9,-75.4,90.42,78.82,13.12,1.527,82.47,3.855,0.9121,234.3,215.1,9.5,4.3,45.7,40.9,102.7,130,9.9,52,6.3,127.7,25.2,88.1,97,93,40.62,11.29,5.363,20,0,112.9,103.1,145.9,104.7,10.7,10.2,60,0,100,46,42,56,43,59.95,80.64,75.03,70.1,36.94,63.87,107.7,fwc1
64,63.4,54.07,53.3,87.42,87,98.18,98,94.68,79.37,63.24,63.92,104.3,33.99,148.4,-78.01,89.22,82.38,6.168,-0.6775,84.17,3.727,0.9434,232.6,215.8,8.3,4,44.9,40.1,102,128.5,9,50.3,5.5,128.2,26.2,87.9,100,96,31.06,8.468,5.11,20,0,113.8,104.9,145.4,104.9,11.2,10.1,60,0,100,46,42,56,43,59.91,79.78,67.17,65.89,41.05,115,103.4,fwc1
61.87,61.2,51.9,51.2,86.68,86.1,97.69,97.1,94.23,78.26,61.35,61.92,107.9,33.96,156.4,-82.48,90.6,85.91,5.121,0.4326,85.31,3.734,0.9416,235.1,218.2,7.6,4,43.8,39,101.1,126.6,8.6,48.5,4.9,127.1,26.3,87.1,101,97,24.54,6.47,5.026,20,0,114.7,106.7,145.4,105.9,11,10,60,0,100,46,42,56,43,59.82,79.28,64.92,63.51,41.88,87.17,106,fwc1
60.43,60.3,50.35,50.1,86.02,85.8,97.08,96.8,93.82,77.44,59.84,60.56,108.1,31.89,160.1,-83.9,91.18,85.78,6.571,1.17,85.43,3.753,0.9369,234.6,216.9,6.8,3.9,43.2,38.3,100.9,126.1,9,47.2,4.1,126.3,25.4,87.9,101,97,26.09,6.868,5.026,20,0,115.1,108,144.4,105.6,11,10.3,70,0,100,46,42,56,37,59.74,79.74,65.66,62.98,38.28,58.86,108.9,fwc1
60.07,60.3,50.1,50.1,85.82,85.4,96.83,96.6,93.69,77.24,59.3,60.28,108,30.79,161.4,-84.2,89.53,82.69,8.739,1.899,84.74,3.715,0.9465,235.4,215.6,7.4,4,42.6,37.7,100.4,125.1,9.2,47,4.2,126,25.1,87.2,101,97,19.69,5.183,5.026,20,0,116,109,144.4,106.2,10.8,10.3,70,0,100,46,42,56,32,59.74,80.31,66.44,63.22,35.94,65.31,114.8,fwc1
60.31,60.6,50.35,50.3,85.78,85.4,96.67,96.4,93.57,77.24,59.51,60.48,106.9,30.41,160.3,-83.85,89.2,82.02,8.708,1.525,84.97,3.691,0.9526,235.6,214.8,7.7,4.7,42.6,37.7,101.1,126.6,9.5,47,4.4,126.3,25.4,88.9,101,97,22.76,6.056,5.026,20,0,116.2,110.1,145.4,106.9,11,10.3,70,0,100,46,42,56,32,59.74,80.47,66.84,63.59,35.21,64.26,115.1,fwc1
60.48,60.8,50.59,50.4,85.78,85.4,96.67,96.6,93.53,77.32,59.63,60.69,107.1,30.89,159.5,-83.24,88.76,81.19,9.472,1.898,84.76,3.682,0.9549,236.2,215.6,8,5.6,42.4,37.5,102.2,129,10.6,47.2,4.6,126.3,24.4,91.3,101,97,20.1,5.336,5.026,20,0,116.4,110.5,145.9,106.2,11,10,70,0,100,46,42,56,32,59.74,80.43,67.13,63.84,35.83,69.02,116,fwc1
60.72,60.9,50.8,50.8,85.78,85.8,96.67,96.4,93.53,77.4,59.76,60.93,106.9,30.81,158.3,-82.23,89.25,80.56,10.59,1.901,84.48,3.715,0.9465,235.6,215.8,8,5.8,42.6,37.7,102.2,129,10.8,47.3,4.7,126.6,24.4,91.3,100,96,22.48,5.983,5.11,20,0,116.9,111.1,144.4,106,11,10.1,70,0,100,46,42,56,37,59.74,80.27,68.03,64.33,36.03,68.64,115.7,fwc1
60.89,60.9,50.92,50.9,85.86,85.6,96.71,96.6,93.57,77.44,59.96,61.01,106.4,30.78,158.2,-82.56,89.37,81.07,9.459,1.161,84.75,3.708,0.9483,235.4,215.3,7.9,5.6,42.9,38,102.2,129,10.8,47.3,4.5,126.6,24.6,91.1,101,97,24.93,6.664,5.026,20,0,117.4,111.8,146.4,107.9,11,10.1,70,0,100,46,42,56,37,59.78,80.1,67.99,64.41,36.36,63.41,114.7,fwc1
60.89,60.9,50.92,50.8,85.9,85.6,96.83,96.6,93.61,77.48,59.96,61.01,106.9,31.49,157.7,-82.32,89.48,81.17,9.471,1.163,85.26,3.69,0.9528,234.7,215.5,8,6.1,42.8,37.9,102.7,130,10.8,47.3,4.4,126.6,24.1,92,101,97,24.13,6.423,5.026,20,0,117.6,112,144.9,106.9,11,10.1,70,0,100,46,42,56,37,59.78,80.31,67.91,64.37,36.82,64.23,113.9,fwc1
60.89,61.1,50.96,50.9,85.9,85.6,96.75,96.6,93.61,77.48,59.96,61.01,105.9,30.63,157.4,-82.16,89.5,81.16,9.512,1.168,85.04,3.7,0.9502,234.2,216.5,8,5.6,42.8,37.9,102.2,129,10.8,47.3,4.5,126.6,24.6,91.3,101,97,27.52,7.395,5.026,20,0,117.8,112.2,146.4,108,11,10.3,70,0,100,46,42,56,37,59.74,80.1,67.75,64.29,36.1,66.03,113.4,fwc1
60.89,60.9,50.92,50.8,85.82,85.6,96.71,96.4,93.49,77.4,59.96,60.97,106.2,31.41,156.9,-82.09,89.79,81.46,9.135,0.7978,84.96,3.716,0.9461,234,216.3,8.2,5.8,42.6,37.7,102.2,129,10.6,47.3,4.7,126.6,24.4,91.3,100,96,27.35,7.325,5.11,20,0,118.1,112.7,146.4,108,10.8,10.1,70,0,100,46,42,56,37,59.7,79.94,67.58,64.25,37.24,65.75,112.5,fwc1
60.8,60.9,50.88,50.6,85.82,85.6,96.71,96.6,93.49,77.36,59.92,60.93,106.3,31.45,157.5,-82.59,89.54,81.56,9.146,1.168,84.69,3.717,0.9459,234.3,216.5,8,5.8,42.6,37.7,102.4,129.5,10.8,47.3,4.7,126.6,24.2,91.1,100,96,25.72,6.881,5.11,20,0,118.1,112.9,144.9,106.5,11,10.1,70,0,100,46,42,56,37,59.66,80.06,67.38,64.08,36.99,66.65,112.9,fwc1
60.72,60.9,50.84,50.6,85.82,85.4,96.71,96.4,93.53,77.36,59.84,60.89,106.4,31.06,157.9,-82.63,89.07,81.1,9.505,1.536,84.8,3.693,0.9521,234.4,216.3,7.8,5.8,42.8,37.9,102.2,129,10.8,47.3,4.7,126.8,24.4,90.6,100,96,24.02,6.423,5.11,20,0,118.3,112.9,145.4,107.4,11,10.1,70,0,100,46,42,56,32,59.66,80.1,67.29,64.04,36.46,70.14,114,fwc1
60.72,60.8,50.84,50.8,85.82,85.6,96.71,96.4,93.53,77.4,59.84,60.89,106.4,31.07,157.6,-82.24,88.85,80.9,9.482,1.532,84.78,3.685,0.9542,234.4,215.8,7.8,5.8,42.6,37.9,102.2,129,10.8,47.2,4.4,126.6,24.6,91.3,100,96,23.17,6.194,5.11,20,0,118.5,113.1,145.9,107.1,10.6,10.2,70,0,100,46,42,56,37,59.62,80.1,67.25,64,36.4,69.97,114.1,fwc1
60.68,60.8,50.8,50.9,85.94,87.2,96.71,96.8,93.57,77.36,59.8,60.85,105.6,30.79,159,-84.19,88.52,80.6,9.447,1.527,81.34,3.827,0.9188,235.4,215,7.6,6.1,43.2,38.3,102.9,130.5,11.3,47.3,4.1,126.8,23.9,92.3,94,90,21.27,5.727,5.618,20,0,118.5,113.3,139.9,100.9,9.6,10,30.34,0,100,25,42,56,38,59.58,80.27,66.31,63.92,35.72,94.77,116.1,fwc1
57.73,57.2,50.72,50.3,88.19,87.5,96.18,95.3,93.16,71.01,57.3,57.74,78.08,29.51,216.7,-168.1,63.2,59.3,3.967,0.05965,66.06,3.364,1.045,234.8,216.2,6.9,3.9,43.2,38.3,99.2,122.6,7.8,48,4.8,130.4,30.9,84.1,76,73,13.74,5.006,7.139,20,0,118.3,113.6,144.9,105.6,7.6,7.1,42.35,0,100,25,42,56,38,59.58,79.61,59.19,58.8,35.35,95.21,170.5,fwc1
56.01,56.5,50.14,50.6,86.52,84.9,93.43,91.4,91.11,69.29,55.82,56.27,68.06,22.83,214.7,-169.4,52.62,50.93,3.948,2.262,55.8,3.316,1.06,236.1,215.1,7.7,3.1,42.9,38,94.5,113.2,4.7,48.5,5.4,130.9,36.6,74.7,65,62,1.534,0.6411,8.219,20,0,118.8,113.6,143.4,104.4,6.5,5.9,34.36,0,100,25,42,56,23,59.58,78.26,57.84,57.16,29.32,94.75,180.1,fwc1
56.46,56.6,50.59,50.6,85.41,85.3,92,91.6,89.97,68.88,56.23,56.63,64.97,20.05,207.9,-162.9,52.63,50.58,3.582,1.527,57,3.247,1.083,236.6,215.2,7.5,3.7,43.1,38.2,95.3,114.7,6.8,48.7,5.6,131.5,36.2,75.4,65,62,13.61,5.957,8.219,20,0,119,113.6,143.4,104.2,6.3,6,36.37,0,100,25,42,56,27,59.58,81.29,58.16,57.45,22.16,85.97,179,fwc1
56.34,56.6,50.47,50.3,85.33,85.3,91.92,91.6,89.89,68.76,56.11,56.51,64.93,20.04,208.1,-163.2,52.98,50.92,3.606,1.538,57.08,3.264,1.077,236.5,216.6,7.2,2.9,43.1,38.2,94.5,113.2,6.8,48.5,5.4,130.7,36.4,75.9,66,63,15.08,6.604,8.116,20,0,118.8,113.8,141.4,102.2,6.3,6.2,48.38,0,100,25,42,56,27,59.62,80.96,58.29,57.45,22.53,86.54,178.6,fwc1
56.3,56.5,50.39,50.4,85.33,85.3,91.88,91.7,89.93,68.76,56.07,56.43,64.26,19.15,207.7,-162.5,52.89,50.84,3.208,1.158,57.15,3.254,1.081,235.5,214.7,7.1,3.3,43.1,38.5,95,114.2,7,48.5,5.2,130.7,35.7,76,66,63,17.16,7.596,8.116,20,0,119,113.8,142.4,103.1,6.6,6.1,50.39,0,100,25,42,56,27,59.66,81.05,58.33,57.49,21.49,76.99,177.8,fwc1
56.26,56.6,50.39,50.4,85.33,85.1,91.88,91.9,89.97,68.8,55.99,56.51,64.48,18.81,208.4,-162.7,52.73,50.31,4.692,2.267,57.17,3.243,1.084,236.3,215.6,7.1,3.1,43.2,38.3,95,113.7,7,48.7,5.3,130.7,35.4,75.4,66,63,15.89,7.01,8.116,20,0,119,113.6,143.9,104.6,6.6,6.3,52.4,0,100,25,42,56,23,59.7,81.17,59.27,57.78,21.03,75.5,179.2,fwc1
56.5,56.8,50.55,50.4,85.37,85.1,91.92,91.7,89.93,68.84,56.15,56.67,64.46,19.61,207.5,-162.6,53.9,50.71,4.73,1.544,57.16,3.315,1.061,236.2,217.3,7.5,3.3,43.1,38.2,95,114.2,6.8,48.7,5.6,130.7,35.9,75.9,66,63,20.05,8.846,8.116,20,0,119.2,113.8,142.9,104.1,6.6,6.2,54.41,0,100,25,42,56,23,59.7,81.05,58.82,57.86,22.05,113.5,178.5,fwc1
56.5,56.8,50.63,50.6,85.33,85.1,91.84,91.7,89.89,68.84,56.19,56.67,64.29,19.28,207.9,-162.8,52.88,50.08,4.336,1.535,57.31,3.244,1.084,237.1,216.2,7.5,3.3,43.1,38.2,95,114.2,7,48.7,5.5,130.9,35.9,75.4,66,63,17.2,7.611,8.116,20,0,119,114,143.4,104.2,6.4,6.2,46.42,0,100,25,42,56,23,59.78,80.72,58.98,57.86,22.1,92.64,179.9,fwc1
56.55,56.8,50.59,50.6,85.45,85.3,92,91.7,90.05,68.93,56.19,56.67,64.83,19.32,209.1,-163.6,53.48,50.32,4.324,1.163,57.25,3.284,1.071,237.6,215.6,7.3,3.6,43.3,38.5,95.3,114.7,6.6,48.8,5.6,130.7,35.4,75.7,66,63,17.35,7.613,8.116,20,0,119,113.8,142.9,104.2,6.4,6.2,48.44,0,100,25,42,56,27,59.78,81.29,59.23,57.94,21.56,80.64,180.4,fwc1
56.59,56.8,50.63,50.6,85.37,85.1,91.92,91.6,89.93,68.88,56.23,56.72,64.7,19.69,207.9,-162.8,53.64,50.47,4.339,1.168,57.2,3.297,1.066,237.1,216.3,7.3,3.4,43.3,38.5,95,114.2,6.8,48.7,5.5,130.7,35.7,75.7,66,63,18.32,8.054,8.116,20,0,119,114,144.9,105.7,6.5,6.2,50.45,0,100,25,42,56,23,59.74,81.09,59.56,58.06,22.13,69.81,179.5,fwc1
56.71,57.1,50.8,50.8,85.41,85.1,92,91.7,90.01,68.97,56.36,56.92,64.58,19.53,206.2,-161.2,53.19,50.02,5.068,1.902,57.39,3.259,1.079,235.2,216,7.5,3.1,43.2,38.5,95.3,114.7,7.3,48.8,5.5,130.9,35.4,75.9,66,63,17.33,7.633,8.116,20,0,119.2,113.8,142.4,103.1,6.4,6.3,52.46,0,100,25,42,56,23,59.82,80.96,60.01,58.47,22.17,79.36,178.1,fwc1
56.87,56.9,50.84,50.9,85.49,85.1,92.04,91.7,90.01,69.05,56.44,57,64.47,20.02,206.3,-161.9,54.23,50.33,5.063,1.164,58.33,3.269,1.076,236.2,215.7,7.7,3.4,43.2,38.3,95.3,114.7,7.1,48.8,5.8,130.7,35.4,76.4,66,63,22.34,9.854,8.116,20,0,119.2,114,143.4,104.4,6.8,6,54.47,0,100,25,42,56,23,59.82,80.8,60.09,58.56,22.9,79.28,178.6,fwc1
